iter	MultiClass
129	0.3406463137
130	0.3401030837
131	0.3395859942
132	0.3381644521
133	0.3365900475
134	0.3359770558
135	0.33452217
136	0.3340199765
137	0.3330747995
138	0.3323808691
139	0.3317126368
140	0.3308012175
141	0.3298227433
142	0.3291144091
143	0.3282548308
144	0.3269931017
145	0.3260330184
146	0.3251948811
147	0.3225810685
148	0.3221226454
149	0.3208941636
150	0.3200589771
151	0.3192051163
152	0.3182000431
153	0.3163920497
154	0.3150057245
155	0.3127025187
156	0.3112708275
157	0.3105300785
158	0.3095928405
159	0.308308641
160	0.3066450118
161	0.3059132041
162	0.3047077689
163	0.3030928957
164	0.3014934919
165	0.3011846481
166	0.3000442818
167	0.2986631433
168	0.2969270093
169	0.2956707306
170	0.2944175754
171	0.2930192301
172	0.2918797364
173	0.2914124038
174	0.29075849
175	0.2899948272
176	0.2889237413
177	0.2877215408
178	0.2871965455
179	0.286641553
180	0.285483048
181	0.2845401604
182	0.2839278075
183	0.2836262902
184	0.2820699234
185	0.2809811689
186	0.2803720872
187	0.2790763776
188	0.278359268
189	0.2776231379
190	0.2764682974
191	0.2753895731
192	0.2737777047
193	0.2726897164
194	0.2712546458
195	0.2708519765
196	0.2687729846
197	0.2676394177
198	0.2664954795
199	0.2662030068
200	0.265628386
201	0.2645816243
202	0.2638635063
203	0.2629072014
204	0.2612580045
205	0.2600113653
206	0.2597369154
207	0.2585440651
208	0.2576373751
209	0.2570259042
210	0.2557061964
211	0.2551957524
212	0.2545562932
213	0.2541751818
214	0.2531947202
215	0.2523541166
216	0.2520056297
217	0.2513167731
218	0.2508290526
219	0.2506096832
220	0.2499776908
221	0.2492165482
222	0.2481879504
223	0.2471326709
224	0.2462433759
225	0.2458100764
226	0.2450807812
227	0.244942774
228	0.2446356211
229	0.2437310945
230	0.242762771
231	0.241350776
232	0.2402114527
233	0.2398434422
234	0.239272931
235	0.2389545331
236	0.2379647867
237	0.2376019709
238	0.2367998385
239	0.2364324467
240	0.2356398938
241	0.2347970259
242	0.2336702894
243	0.2334022208
244	0.2325664482
245	0.2322149763
246	0.2319021629
247	0.2311079268
248	0.2305245861
249	0.2290456854
250	0.2287399764
251	0.2277266863
252	0.2270040038
253	0.2260983451
254	0.2256423516
255	0.2246999241
256	0.2241776096
257	0.2231474535
258	0.2223831241
259	0.2217589946
260	0.2211360511
261	0.2207879167
262	0.2204062008
263	0.2202445954
264	0.2197464119
265	0.2191390525
266	0.2186811284
267	0.2181105646
268	0.217254484
269	0.2168102003
270	0.2157111531
271	0.2149740125
272	0.2144966874
273	0.2141128736
274	0.2131662904
275	0.2120400009
276	0.2111488628
277	0.2107649277
278	0.209927602
279	0.209571234
280	0.2089492763
281	0.2084546508
282	0.208109573
283	0.2072543479
284	0.2064949988
285	0.2058191513
286	0.205508279
287	0.2046301676
288	0.203951646
289	0.2030557233
290	0.2027287994
291	0.2025896241
292	0.2020340485
293	0.2013990718
294	0.201212273
295	0.2008310083
296	0.1996311739
297	0.1991152619
298	0.1984440458
299	0.1975282022
300	0.1971981965
301	0.1968925913
302	0.1963467762
303	0.1961693159
304	0.19583681
305	0.1952822318
306	0.19499466
307	0.1945806534
308	0.1938566376
309	0.1933642755
310	0.192826667
311	0.1923248514
312	0.1919288405
313	0.191591995
314	0.1914003082
315	0.1910221893
316	0.1905466523
317	0.1899452431
318	0.1894826676
319	0.1892802567
320	0.1886513849
321	0.1884107908
322	0.1879651498
323	0.1872236906
324	0.1866396374
325	0.1859624726
326	0.1856596263
327	0.1854323079
328	0.1848486792
329	0.1844691607
330	0.1837745135
331	0.1834423887
332	0.1831850598
333	0.1826635119
334	0.1823427915
335	0.1817833514
336	0.1814931875
337	0.1810663853
338	0.1802613416
339	0.1796123487
340	0.1793739542
341	0.1787988563
342	0.1785038424
343	0.1775433689
344	0.1770015288
345	0.1760745413
346	0.1754451596
347	0.1750117525
348	0.1748842801
349	0.1746663584
350	0.1744612222
351	0.1741804562
352	0.1737889165
353	0.1733258184
354	0.1728946817
355	0.1726036594
356	0.1720486379
357	0.1717176644
358	0.1711991488
359	0.1707920854
360	0.1700705788
361	0.1694544852
362	0.1689869775
363	0.168672758
364	0.1683171448
365	0.1678429018
366	0.1673791915
367	0.166720006
368	0.1663429463
369	0.1658244522
370	0.1651549668
371	0.1650119644
372	0.1644572618
373	0.164163369
374	0.1636870361
375	0.1632867382
376	0.1626093444
377	0.1622031574
378	0.1620339366
379	0.1618012367
380	0.1616601703
381	0.1609307768
382	0.1604160049
383	0.1598690562
384	0.1591500431
385	0.1586483421
386	0.1584071206
387	0.1579672816
388	0.1576880093
389	0.1568955274
390	0.1566246084
391	0.1561624969
392	0.1555834404
393	0.1549541265
394	0.1545355286
395	0.1543261459
396	0.1539447398
397	0.1537287466
398	0.1535488404
399	0.1530119983
400	0.1527857214
401	0.1522122505
402	0.1517732693
403	0.1512503288
404	0.1509046171
405	0.1506436387
406	0.1503223818
407	0.1497578472
408	0.1495588568
409	0.1490582546
410	0.1483872247
411	0.1480589456
412	0.1479013471
413	0.1475042918
414	0.1471267604
415	0.146761383
416	0.1464948854
417	0.1462102479
418	0.145877639
419	0.1452935942
420	0.1448570628
421	0.1446518527
422	0.1441469877
423	0.1439704223
424	0.1438289205
425	0.1436472076
426	0.1434516826
427	0.1431050773
428	0.1427581796
429	0.1425442185
430	0.1420514065
431	0.1416260423
432	0.1411633027
433	0.1407756218
434	0.1405450602
435	0.1404234726
436	0.140136478
437	0.1399254608
438	0.1395300711
439	0.1390098404
440	0.1388176137
441	0.1386685148
442	0.1382096813
443	0.1378988246
444	0.1375712346
445	0.1371402569
446	0.1368720461
447	0.1363499531
448	0.1361848641
449	0.1359545016
450	0.1358231393
451	0.135132286
452	0.1347813317
453	0.1344980032
454	0.1341793413
455	0.1338946908
456	0.1336674972
457	0.1334324167
458	0.133228314
459	0.133072306
460	0.1329374669
461	0.1327425216
462	0.1320763898
463	0.131968043
464	0.1314178765
465	0.1311028177
466	0.1310259088
467	0.1309102672
468	0.130707334
469	0.1306837614
470	0.1303151262
471	0.1299395468
472	0.1296883951
473	0.129220924
474	0.1289660885
475	0.1285669427
476	0.1284245971
477	0.1283101766
478	0.1282290603
479	0.1280630207
480	0.1278089164
481	0.1276636273
482	0.1272196378
483	0.1270857763
484	0.1267309794
485	0.1264640693
486	0.1261746405
487	0.1257980639
488	0.1256127136
489	0.1253969947
490	0.125055298
491	0.1248960811
492	0.1245555755
493	0.1244552404
494	0.1241648092
495	0.123903994
496	0.1238413722
497	0.1234411563
498	0.1232734644
499	0.1229949001
500	0.122790142
501	0.1226616091
502	0.1225817793
503	0.1220278566
504	0.121493421
505	0.1212022063
506	0.1209396638
507	0.1204392247
508	0.1200299247
509	0.1198076689
510	0.119650354
511	0.1192589176
512	0.1190063387
513	0.1186747351
514	0.1184774937
515	0.1182564787
516	0.1180765961
517	0.1178255332
518	0.1177542155
519	0.1175989474
520	0.1172657946
521	0.1170811961
522	0.1167029159
523	0.1165652804
524	0.1162825528
525	0.1160345988
526	0.1157451417
527	0.1156262154
528	0.1152984138
529	0.115205515
530	0.1150553421
531	0.1147840892
532	0.1145524609
533	0.1142814929
534	0.113830605
535	0.1134427574
536	0.1130050282
537	0.112699314
538	0.1123984257
539	0.1122716752
540	0.1122268975
541	0.1118936472
542	0.1116454572
543	0.1112812641
544	0.1109648011
545	0.1107200725
546	0.1102810368
547	0.1101070239
548	0.1097697541
549	0.1094364953
550	0.1093261066
551	0.1092319476
552	0.1089595419
553	0.1087301129
554	0.1084836001
555	0.108384455
556	0.1083254379
557	0.107996311
558	0.1076760208
559	0.1074924077
560	0.1072567177
561	0.1067891935
562	0.1064730288
563	0.1063480368
564	0.1060844949
565	0.1058517996
566	0.1054972028
567	0.1051389597
568	0.1048552911
569	0.1046503151
570	0.1045493324
571	0.1044359385
572	0.1041978855
573	0.1039083064
574	0.1035944377
575	0.103245924
576	0.103128567
577	0.1027818288
578	0.1025352951
579	0.1021785088
580	0.1020613367
581	0.101638316
582	0.1014390644
583	0.1011780815
584	0.1009441783
585	0.100829666
586	0.100736663
587	0.1004001314
588	0.1001307087
589	0.09986044294
590	0.09965343073
591	0.09943216993
592	0.09922911906
593	0.09915955221
594	0.0989773015
595	0.09854092495
596	0.09849134188
597	0.09833109945
598	0.09806214413
599	0.0978333162
600	0.09763727018
601	0.09742172028
602	0.09718074851
603	0.09694230453
604	0.0967731836
605	0.09659235676
606	0.09636891149
607	0.0962741986
608	0.09613076391
609	0.09600250534
610	0.09584277847
611	0.09572561288
612	0.09551732123
613	0.09513695072
614	0.09492687369
615	0.09486544072
616	0.09474283255
617	0.0945021824
618	0.09431783099
619	0.09401490758
620	0.09392390428
621	0.09376046787
622	0.09365640644
623	0.09343949392
624	0.09317070098
625	0.09302276744
626	0.09286803491
627	0.09279280446
628	0.09261985417
629	0.09240846829
630	0.09222179575
631	0.0918649945
632	0.09172244018
633	0.09160206552
634	0.09139662115
635	0.09123489859
636	0.09103403042
637	0.09085824738
638	0.09050062703
639	0.09025493688
640	0.09015239098
641	0.09000280836
642	0.08981832557
643	0.08968794454
644	0.08959113276
645	0.08935965747
646	0.08906328112
647	0.08893955015
648	0.08876839568
649	0.0886418262
650	0.08840352636
651	0.08832888433
652	0.08815267597
653	0.08802408947
654	0.08795359521
655	0.08779367029
656	0.0876882639
657	0.0875549734
658	0.0874226392
659	0.08726724771
660	0.08706680515
661	0.08686937449
662	0.08659896787
663	0.08630537137
664	0.08614696576
665	0.08563079664
666	0.08557574224
667	0.08534418779
668	0.085170661
669	0.0851129784
670	0.08495058012
671	0.08480335382
672	0.08462822342
673	0.08447412487
674	0.08435742257
675	0.08422029183
676	0.08406444792
677	0.0838674528
678	0.08357592615
679	0.08331029717
680	0.08324782576
681	0.08309866988
682	0.08292128061
683	0.08278692267
684	0.08263588767
685	0.08238442032
686	0.08226238149
687	0.08217257268
688	0.08197123417
689	0.08179494004
690	0.08166732335
691	0.08150153887
692	0.0812382792
693	0.08108580445
694	0.08096428521
695	0.08082795077
696	0.08067379203
697	0.08056770458
698	0.08030748644
699	0.08015993453
700	0.08011896574
701	0.07990397773
702	0.0796792479
703	0.07952081591
704	0.07943557913
705	0.07925952573
706	0.07909486809
707	0.07886533358
708	0.07880984404
709	0.0787357002
710	0.07860687316
711	0.07844422493
712	0.07814255876
713	0.07808958539
714	0.07784660805
715	0.07772669456
716	0.07762358009
717	0.07749883754
718	0.07739678253
719	0.07722183774
720	0.07712234728
721	0.07698950766
722	0.07679170962
723	0.07672295314
724	0.07661159141
725	0.07650793822
726	0.07640830517
727	0.07625731231
728	0.07619925896
729	0.07604151387
730	0.07582553906
731	0.07573420763
732	0.07565190476
733	0.07548988164
734	0.07534537187
735	0.07528456032
736	0.07493984394
737	0.07485097653
738	0.07476213545
739	0.07463305736
740	0.0744617194
741	0.07439938286
742	0.07426829811
743	0.07417061821
744	0.07408531793
745	0.07403715398
746	0.07395266641
747	0.07382465989
748	0.0737123274
749	0.07361398314
750	0.07337949545
751	0.07321661548
752	0.07312114436
753	0.07300953328
754	0.07300348705
755	0.07294491837
756	0.07282856215
757	0.07275193889
758	0.07257790733
759	0.0724934517
760	0.07238417293
761	0.07221268704
762	0.07204505052
763	0.07192831446
764	0.07171101908
765	0.07159591546
766	0.07156473465
767	0.07149866936
768	0.07136844056
769	0.07126974641
770	0.07115686881
771	0.0711205313
772	0.07097283418
773	0.07077726347
774	0.07061254565
775	0.0703512935
776	0.07023508129
777	0.070103183
778	0.06998570535
779	0.06978904448
780	0.06969349331
781	0.06956293048
782	0.06938112374
783	0.06924891218
784	0.06913740063
785	0.06900050925
786	0.06884553324
787	0.0686875009
788	0.06862580136
789	0.06851954149
790	0.06845933772
791	0.06825247771
792	0.06806228275
793	0.06792726321
794	0.06785296242
795	0.06769915194
796	0.06755611786
797	0.0674224865
798	0.06728632853
799	0.06719104671
800	0.06707941105
801	0.06704377015
802	0.06691047883
803	0.0668785275
804	0.06679886687
805	0.06673713445
806	0.0666394881
807	0.06654013612
808	0.06643172538
809	0.06627972128
810	0.06618563755
811	0.06615574066
812	0.06598819902
813	0.06582891308
814	0.06578518441
815	0.06563552848
816	0.06556862766
817	0.06542181587
818	0.06536758558
819	0.06525131573
820	0.06515369354
821	0.06502966116
822	0.06492978658
823	0.06486960157
824	0.06474443532
825	0.06467932193
826	0.06456364856
827	0.06442557598
828	0.064287662
829	0.06422777916
830	0.06408483901
831	0.06399301858
832	0.06391567434
833	0.06380773299
834	0.06375901771
835	0.06356074396
836	0.06351313558
837	0.06348029977
838	0.06339696066
839	0.06327680315
840	0.06307316099
841	0.06297058929
842	0.06280430958
843	0.06272191532
844	0.06261427841
845	0.06250517688
846	0.06234722213
847	0.0622386488
848	0.06211879208
849	0.06205239036
850	0.06192589098
851	0.06184252009
852	0.0617454758
853	0.06166253379
854	0.06163602896
855	0.0615494001
856	0.06146214126
857	0.06134604965
858	0.06129074134
859	0.06116538721
860	0.06102343177
861	0.06090141702
862	0.06079806774
863	0.06069695576
864	0.06058382562
865	0.06049751116
866	0.06041155399
867	0.06036263384
868	0.06029028956
869	0.0602541114
870	0.06020352902
871	0.06014274938
872	0.06005485862
873	0.06002226869
874	0.05986682864
875	0.05978484061
876	0.05969058715
877	0.05964357754
878	0.05950971438
879	0.05944412541
880	0.05933568752
881	0.05925481495
882	0.05918585879
883	0.05910784974
884	0.05896259126
885	0.05891343464
886	0.05877828627
887	0.05867379844
888	0.05856678799
889	0.05847552796
890	0.05833973784
891	0.0581711295
892	0.0580969833
893	0.05798496396
894	0.05791773091
895	0.05784114649
896	0.05772798078
897	0.05763846008
898	0.05757568116
899	0.05749891393
900	0.05740334894
901	0.05724661362
902	0.05719681408
903	0.05716905052
904	0.05704726777
905	0.05694448353
906	0.05693854808
907	0.0568293098
908	0.05670465652
909	0.05668723629
910	0.05664230092
911	0.05646847713
912	0.05635627419
913	0.05629524772
914	0.05619268876
915	0.05605802781
916	0.05602163801
917	0.05592829437
918	0.05586026984
919	0.05577309588
920	0.05566840837
921	0.05555307562
922	0.05546024274
923	0.05538939845
924	0.05534265639
925	0.0552391321
926	0.0551716939
927	0.05515027848
928	0.05503296315
929	0.05497319603
930	0.05486228102
931	0.05481714738
932	0.05472240064
933	0.05464374633
934	0.05457693171
935	0.05449235717
936	0.05439041998
937	0.05430991121
938	0.05421650854
939	0.05413302062
940	0.05408537863
941	0.05399208086
942	0.05385284683
943	0.05383640547
944	0.05374776711
945	0.05367192082
946	0.05355972764
947	0.05346514605
948	0.05337054986
949	0.05329359107
950	0.05320410105
951	0.05313042791
952	0.05305036919
953	0.05299011983
954	0.05294914216
955	0.05292554721
956	0.05283070308
957	0.05272198765
958	0.0526370738
959	0.05260134898
960	0.0525486606
961	0.05249075072
962	0.05244002402
963	0.05243165124
964	0.05228212056
965	0.0521574539
966	0.05207318137
967	0.05200581356
968	0.05196194141
969	0.05185334112
970	0.05176332673
971	0.05167561686
972	0.05158898583
973	0.05156396948
974	0.05148880562
975	0.05133045398
976	0.05117402241
977	0.05108135114
978	0.05100269941
979	0.05098878896
980	0.05090298644
981	0.05084281706
982	0.05076417889
983	0.05073980587
984	0.05071984429
985	0.05067507256
986	0.05057144549
987	0.0505170032
988	0.05049466782
989	0.05041692367
990	0.05032221323
991	0.05029246187
992	0.05016029217
993	0.05009101016
994	0.05005170673
995	0.04992874078
996	0.04988282539
997	0.04977638297
998	0.04965240781
999	0.04961088023
